public_URL,talk_id,description,views,event
"<link href=""https://www.ted.com/talks/ananda_shankar_jayant_fights_cancer_with_a_dance"" rel=""canonical""/>",888,"Renowned classical Indian dancer Ananda Shankar Jayant was diagnosed with cancer in 2008. She tells her personal story of not only facing the disease but dancing through it, and gives a performance revealing the metaphor of strength that helped her do it.",623395,TEDIndia 2009
"<link href=""https://www.ted.com/talks/thordis_elva_tom_stranger_our_story_of_rape_and_reconciliation"" rel=""canonical""/>",2678,"In 1996, Thordis Elva shared a teenage romance with Tom Stranger, an exchange student from Australia. After a school dance, Tom raped Thordis, after which they parted ways for many years. In this extraordinary talk, Elva and Stranger move through a years-long chronology of shame and silence, and invite us to discuss the omnipresent global issue of sexual violence in a new, honest way. For a Q&A with the speakers, visit go.ted.com/thordisandtom.",4524399,TEDWomen 2016
"<link href=""https://www.ted.com/talks/heribert_watzke_the_brain_in_your_gut"" rel=""canonical""/>",984,"Did you know you have functioning neurons in your intestines -- about a hundred million of them? Food scientist Heribert Watzke tells us about the ""hidden brain"" in our gut and the surprising things it makes us feel.",1506009,TEDGlobal 2010
"<link href=""https://www.ted.com/talks/ed_boyden_baby_diapers_inspired_this_new_way_to_study_the_brain"" rel=""canonical""/>",2557,"Neuroengineer Ed Boyden wants to know how the tiny biomolecules in our brains generate emotions, thoughts and feelings -- and he wants to find the molecular changes that lead to disorders like epilepsy and Alzheimer's. Rather than magnify these invisible structures with a microscope, he wondered: What if we physically enlarge them and make them easier to see? Learn how the same polymers used to make baby diapers swell could be a key to better understanding our brains.",1337101,TEDSummit
"<link href=""https://www.ted.com/talks/danielle_de_niese_a_flirtatious_aria"" rel=""canonical""/>",1235,"Can opera be ever-so-slightly sexy? The glorious soprano Danielle de Niese shows how, singing the flirty ""Meine Lippen, sie küssen so heiss."" Which, translated, means, as you might guess: ""I kiss so hot."" From Giuditta by Frans Lehár; accompanist: Ingrid Surgenor.",817050,TEDGlobal 2011
"<link href=""https://www.ted.com/talks/pia_mancini_how_to_upgrade_democracy_for_the_internet_era"" rel=""canonical""/>",2104,"Pia Mancini and her colleagues want to upgrade democracy in Argentina and beyond. Through their open-source mobile platform they want to bring citizens inside the legislative process, and run candidates who will listen to what they say.",1247118,TEDGlobal 2014
"<link href=""https://www.ted.com/talks/stuart_brown_says_play_is_more_than_fun_it_s_vital"" rel=""canonical""/>",483,"A pioneer in research on play, Dr. Stuart Brown says humor, games, roughhousing, flirtation and fantasy are more than just fun. Plenty of play in childhood makes for happy, smart adults -- and keeping it up can make us smarter at any age.",1784265,Serious Play 2008
"<link href=""https://www.ted.com/talks/toni_griffin_a_new_vision_for_rebuilding_detroit"" rel=""canonical""/>",1892,"Once the powerhouse of America's industrial might, Detroit is more recently known in the popular imagination as a fabulous ruin, crumbling and bankrupt. But city planner Toni Griffin asks us to look again -- and to imagine an entrepreneurial future for the city's 700,000 residents.",847541,TEDCity2.0
"<link href=""https://www.ted.com/talks/ron_finley_a_guerilla_gardener_in_south_central_la"" rel=""canonical""/>",1685,"Ron Finley plants vegetable gardens in South Central LA -- in abandoned lots, traffic medians, along the curbs. Why? For fun, for defiance, for beauty and to offer some alternative to fast food in a community where ""the drive-thrus are killing more people than the drive-bys.""",3163389,TED2013
"<link href=""https://www.ted.com/talks/tomas_saraceno_would_you_live_in_a_floating_city_in_the_sky"" rel=""canonical""/>",2865,"In a mind-bending talk that blurs the line between science and art, Tomás Saraceno exhibits a series of air-inspired sculptures and installations designed to usher in a new era of sustainability, the ""Aerocene."" From giant, cloud-like playgrounds suspended 22 meters in the air to a balloon sculpture that travels the world without burning a single drop of fossil fuel, Saraceno's work invites us to explore the bounds of our fragile human and terrestrial ecosystems. (In Spanish with English subtitles)",543086,TED2017
"<link href=""https://www.ted.com/talks/serena_williams_gayle_king_on_tennis_love_and_motherhood"" rel=""canonical""/>",2770,"Twenty-three Grand Slam titles later, tennis superstar Serena Williams sits down with journalist Gayle King to share a warm, mischievous conversation about her life, love, wins and losses -- starting with the story of how she accidentally shared her pregnancy news with the world.",1969305,TED2017
"<link href=""https://www.ted.com/talks/nathaniel_kahn_on_my_architect"" rel=""canonical""/>",506,"Nathaniel Kahn shares clips from his documentary ""My Architect,"" about his quest to understand his father, the legendary architect Louis Kahn. It's a film with meaning to anyone who seeks to understand the relationship between art and love.",349327,TED2002
"<link href=""https://www.ted.com/talks/naif_al_mutawa_superheroes_inspired_by_islam"" rel=""canonical""/>",919,"In ""THE 99,"" Naif Al-Mutawa's new generation of comic book heroes fight more than crime -- they smash stereotypes and battle extremism. Named after the 99 attributes of Allah, his characters reinforce positive messages of Islam and cross cultures to create a new moral framework for confronting evil, even teaming up with the Justice League of America.",844702,TEDGlobal 2010
"<link href=""https://www.ted.com/talks/david_lang_my_underwater_robot"" rel=""canonical""/>",1885,"David Lang is a maker who taught himself to become an amateur oceanographer -- or, he taught a robot to be one for him. In a charming talk Lang, a TED Fellow, shows how he and a network of ocean lovers teamed up to build open-sourced, low-cost underwater explorers.",1255980,TED2013
"<link href=""https://www.ted.com/talks/fields_wicker_miurin_learning_from_leadership_s_missing_manual"" rel=""canonical""/>",692,"Leadership doesn't have a user's manual, but Fields Wicker-Miurin says stories of remarkable, local leaders are the next best thing. At a TED salon in London, she shares three.",1045916,TEDSalon London 2009
"<link href=""https://www.ted.com/talks/raffaello_d_andrea_meet_the_dazzling_flying_machines_of_the_future"" rel=""canonical""/>",2440,"When you hear the word ""drone,"" you probably think of something either very useful or very scary. But could they have aesthetic value? Autonomous systems expert Raffaello D'Andrea develops flying machines, and his latest projects are pushing the boundaries of autonomous flight -- from a flying wing that can hover and recover from disturbance to an eight-propeller craft that's ambivalent to orientation ... to a swarm of tiny coordinated micro-quadcopters. Prepare to be dazzled by a dreamy, swirling array of flying machines as they dance like fireflies above the TED stage.",3267483,TED2016
"<link href=""https://www.ted.com/talks/conrad_wolfram_teaching_kids_real_math_with_computers"" rel=""canonical""/>",1007,"From rockets to stock markets, many of humanity's most thrilling creations are powered by math. So why do kids lose interest in it? Conrad Wolfram says the part of math we teach -- calculation by hand -- isn't just tedious, it's mostly irrelevant to real mathematics and the real world. He presents his radical idea: teaching kids math through computer programming.",1558077,TEDGlobal 2010
"<link href=""https://www.ted.com/talks/damon_horowitz"" rel=""canonical""/>",1162,"Damon Horowitz reviews the enormous new powers that technology gives us: to know more -- and more about each other -- than ever before. Drawing the audience into a philosophical discussion, Horowitz invites us to pay new attention to the basic philosophy -- the ethical principles -- behind the burst of invention remaking our world. Where's the moral operating system that allows us to make sense of it?",710294,TEDxSiliconValley
"<link href=""https://www.ted.com/talks/alec_soth_stacey_baker_this_is_what_enduring_love_looks_like"" rel=""canonical""/>",2300,"Stacey Baker has always been obsessed with how couples meet. When she asked photographer Alec Soth to help her explore this topic, they found themselves at the world's largest speed-dating event, held in Las Vegas on Valentine's Day, and at the largest retirement community in Nevada — with Soth taking portraits of pairs in each locale. Between these two extremes, they unwound a beautiful through-line of how a couple goes from meeting to creating a life together. (This talk was part of a TED2015 session curated by Pop-Up Magazine: popupmagazine.com or @popupmag on Twitter.)",1887188,TED2015
"<link href=""https://www.ted.com/talks/raffaello_d_andrea_the_astounding_athletic_power_of_quadcopters"" rel=""canonical""/>",1764,"In a robot lab at TEDGlobal, Raffaello D'Andrea demos his flying quadcopters: robots that think like athletes, solving physical problems with algorithms that help them learn. In a series of nifty demos, D'Andrea show drones that play catch, balance and make decisions together -- and watch out for an I-want-this-now demo of Kinect-controlled quads.",10737551,TEDGlobal 2013
"<link href=""https://www.ted.com/talks/sendhil_mullainathan"" rel=""canonical""/>",757,"MacArthur winner Sendhil Mullainathan uses the lens of behavioral economics to study a tricky set of social problems -- those we know how to solve, but don't. We know how to reduce child deaths due to diarrhea, how to prevent diabetes-related blindness and how to implement solar-cell technology ... yet somehow, we don't or can't. Why?",516982,TEDIndia 2009
"<link href=""https://www.ted.com/talks/stewart_brand_on_the_long_now"" rel=""canonical""/>",402,"Stewart Brand works on the Clock of the Long Now, a timepiece that counts down the next 10,000 years. It's a beautiful project that asks us to think about the far, far future. Here, he discusses a tricky side problem with the Clock: Where can we put it?",252957,TED2004
"<link href=""https://www.ted.com/talks/philip_evans_how_data_will_transform_business"" rel=""canonical""/>",1938,"What does the future of business look like? In an informative talk, Philip Evans gives a quick primer on two long-standing theories in strategy -- and explains why he thinks they are essentially invalid.",1486778,TED@BCG San Francisco
